optimizer      step     rankme         pr    alpha_req             lr
SGD           34400     5.5041     2.9888     1.957648   3.000000e-04
SGD           34800     5.2844     2.9456     1.960046   3.000000e-04
SGD           35200     5.2704     2.9144     1.934007   3.000000e-04
SGD           35600     5.8858     3.1997     1.930126   3.000000e-04
SGD           36000     5.2389     2.8355     1.938607   3.000000e-04
SGD           36400     5.3939     2.9697     1.911978   3.000000e-04
SGD           36800     5.5933     3.1100     1.918846   3.000000e-04
SGD           37200     5.7544     3.1849     1.898048   3.000000e-04
SGD           37600     5.5306     3.0966     1.887545   3.000000e-04
SGD           38000     5.6752     3.1838     1.877166   3.000000e-04
SGD           38400     5.4332     3.0865     1.875281   3.000000e-04
SGD           38800     5.2322     2.9753     1.845811   3.000000e-04
SGD           39200     5.4796     3.1049     1.816180   3.000000e-04
SGD           39600     5.4154     3.0662     1.814629   3.000000e-04
SGD           40000     5.2699     2.9385     1.793902   3.000000e-04
SGD           40400     5.4315     3.0481     1.772096   3.000000e-04
SGD           40800     5.3599     3.0390     1.753413   3.000000e-04
SGD           41200     5.5150     3.1209     1.733830   3.000000e-04
SGD           41600     5.5583     3.1470     1.723814   3.000000e-04
SGD           42000     5.1712     2.9234     1.698204   3.000000e-04
SGD           42400     5.2787     3.0067     1.685662   3.000000e-04
SGD           42800     5.3720     2.9981     1.651236   3.000000e-04
SGD           43200     5.4818     3.0646     1.651396   3.000000e-04
SGD           43600     5.3702     3.0668     1.655059   3.000000e-04
SGD           44000     5.4040     3.0541     1.636720   3.000000e-04
SGD           44400     5.2695     3.0015     1.592835   3.000000e-04
SGD           44800     5.4452     3.1088     1.565547   3.000000e-04
SGD           45200     5.3245     3.0116     1.571444   2.892540e-04
SGD           45600     5.7052     3.3260     1.541317   2.676540e-04
SGD           46000     5.3272     3.0404     1.532114   2.460540e-04
SGD           46400     5.3554     3.0912     1.525487   2.244540e-04
SGD           46800     5.0503     2.9182     1.531396   2.028540e-04
SGD           47200     5.3651     3.1250     1.486750   1.812540e-04
SGD           47600     5.3778     3.1051     1.504703   1.596540e-04
SGD           48000     5.1826     2.9709     1.445587   1.380540e-04
SGD           48400     5.3141     3.0847     1.446793   1.164540e-04
SGD           48800     5.3317     3.1380     1.430211   9.485400e-05
SGD           49200     5.0854     2.9331     1.422514   7.325400e-05
SGD           49600     5.2692     3.0556     1.399932   5.165400e-05
SGD           50000     5.4320     3.2547     1.386043   3.005400e-05
AdEMAMix        400     2.7228     1.7272     0.763114   4.788000e-05
AdEMAMix        800    28.5554    11.6182     0.928413   9.588000e-05
AdEMAMix       1200    68.7569    29.3898     1.002653   1.438800e-04
AdEMAMix       1600   109.5188    52.3672     0.936825   1.918800e-04
AdEMAMix       2000   149.4218    76.0720     0.850060   2.398800e-04
AdEMAMix       2400   180.7738    92.8860     0.775335   2.878800e-04
AdEMAMix       2800   202.6322   101.1161     0.712560   3.000000e-04
AdEMAMix       3200   217.9356   108.8692     0.672688   3.000000e-04
AdEMAMix       3600   221.2876   103.4748     0.640290   3.000000e-04
AdEMAMix       4000   225.6688   100.0559     0.613188   3.000000e-04
AdEMAMix       4400   222.7761    95.5313     0.604071   3.000000e-04
AdEMAMix       4800   229.8315    96.4093     0.582402   3.000000e-04
AdEMAMix       5200   225.4973    89.8381     0.574464   3.000000e-04
AdEMAMix       5600   229.0520    90.3297     0.561891   3.000000e-04
AdEMAMix       6000   223.4128    83.6633     0.558625   3.000000e-04
AdEMAMix       6400   220.7493    83.2400     0.559744   3.000000e-04
AdEMAMix       6800   223.6104    83.1106     0.551491   3.000000e-04
AdEMAMix       7200   228.7014    86.3667     0.546147   3.000000e-04
AdEMAMix       7600   225.1265    80.2806     0.541926   3.000000e-04
AdEMAMix       8000   224.6805    79.5526     0.538363   3.000000e-04
AdEMAMix       8400   218.1361    72.8908     0.543212   3.000000e-04
AdEMAMix       8800   215.6717    69.7905     0.539857   3.000000e-04
AdEMAMix       9200   216.8146    73.8055     0.547129   3.000000e-04
AdEMAMix       9600   216.0515    67.8087     0.538149   3.000000e-04
AdEMAMix      10000   214.9855    70.4524     0.542147   3.000000e-04
AdEMAMix      10400   211.3923    65.7110     0.542308   3.000000e-04
AdEMAMix      10800   212.5233    65.8909     0.539422   3.000000e-04
AdEMAMix      11200   211.5677    65.1536     0.538586   3.000000e-04
AdEMAMix      11600   207.7693    61.6561     0.541777   3.000000e-04
AdEMAMix      12000   209.8295    62.2092     0.538687   3.000000e-04
AdEMAMix      12400   208.8271    62.6270     0.541836   3.000000e-04
AdEMAMix      12800   211.3345    63.1914     0.535673   3.000000e-04
AdEMAMix      13200   208.0204    59.8960     0.537489   3.000000e-04
AdEMAMix      13600   208.8610    59.4614     0.536246   3.000000e-04
AdEMAMix      14000   200.4124    55.1267     0.539039   3.000000e-04
AdEMAMix      14400   203.1052    55.8161     0.536362   3.000000e-04
AdEMAMix      14800   204.6603    59.8961     0.541639   3.000000e-04
AdEMAMix      15200   203.1216    56.0335     0.536041   3.000000e-04
AdEMAMix      15600   198.7554    52.9483     0.539690   3.000000e-04
AdEMAMix      16000   201.3971    53.1976     0.535640   3.000000e-04
AdEMAMix      16400   198.0061    50.9965     0.536950   3.000000e-04
AdEMAMix      16800   193.9252    48.5653     0.539324   3.000000e-04
AdEMAMix      17200   199.7431    52.2933     0.536286   3.000000e-04
AdEMAMix      17600   197.3136    50.2735     0.535162   3.000000e-04
AdEMAMix      18000   195.0874    49.3648     0.535748   3.000000e-04
AdEMAMix      18400   195.7951    50.5139     0.535836   3.000000e-04
AdEMAMix      18800   191.9524    46.8521     0.536310   3.000000e-04
AdEMAMix      19200   195.1461    50.8567     0.537710   3.000000e-04
AdEMAMix      19600   189.1701    47.4875     0.540035   3.000000e-04
AdEMAMix      20000   194.7331    50.0676     0.537909   3.000000e-04
AdEMAMix      20400   193.0409    48.6473     0.536043   3.000000e-04
AdEMAMix      20800   188.4075    44.4254     0.536093   3.000000e-04
AdEMAMix      21200   192.7020    48.9278     0.539130   3.000000e-04
AdEMAMix      21600   187.1426    46.1967     0.541427   3.000000e-04
AdEMAMix      22000   193.5131    47.9184     0.536580   3.000000e-04
AdEMAMix      22400   183.6283    42.8416     0.537241   3.000000e-04
AdEMAMix      22800   184.5816    43.1045     0.538479   3.000000e-04
AdEMAMix      23200   185.0760    43.9280     0.540317   3.000000e-04
AdEMAMix      23600   180.8389    40.5618     0.536772   3.000000e-04
AdEMAMix      24000   194.4170    48.0130     0.530997   3.000000e-04
AdEMAMix      24400   185.0393    42.4445     0.533884   3.000000e-04
AdEMAMix      24800   180.8955    41.1909     0.537838   3.000000e-04
AdEMAMix      25200   178.2166    39.6578     0.537209   3.000000e-04
AdEMAMix      25600   181.9742    42.2837     0.539845   3.000000e-04
AdEMAMix      26000   182.6428    42.0883     0.539419   3.000000e-04
AdEMAMix      26400   185.7950    43.2119     0.536996   3.000000e-04
AdEMAMix      26800   172.4197    35.9533     0.533448   3.000000e-04
AdEMAMix      27200   176.4600    39.1318     0.537174   3.000000e-04
AdEMAMix      27600   178.4768    40.5418     0.540073   3.000000e-04
AdEMAMix      28000   179.9131    39.5143     0.537071   3.000000e-04
AdEMAMix      28400   174.8177    37.5151     0.539558   3.000000e-04
AdEMAMix      28800   175.2852    36.9034     0.534169   3.000000e-04
AdEMAMix      29200   177.0660    37.6340     0.531815   3.000000e-04
AdEMAMix      29600   177.3256    39.5538     0.537958   3.000000e-04
AdEMAMix      30000   175.7586    38.5662     0.536117   3.000000e-04
AdEMAMix      30400   179.1607    38.7204     0.532331   3.000000e-04
AdEMAMix      30800   177.9952    38.2890     0.531784   3.000000e-04
AdEMAMix      31200   176.6430    38.4842     0.532701   3.000000e-04
AdEMAMix      31600   166.7816    33.5798     0.538748   3.000000e-04
AdEMAMix      32000   172.6720    36.4808     0.536335   3.000000e-04
AdEMAMix      32400   174.5797    37.3350     0.537772   3.000000e-04
AdEMAMix      32800   167.1770    32.4018     0.529430   3.000000e-04
AdEMAMix      33200   176.2201    39.5452     0.540792   3.000000e-04
AdEMAMix      33600   171.8995    36.2434     0.536359   3.000000e-04
AdEMAMix      34000   179.5014    40.6415     0.535345   3.000000e-04
AdEMAMix      34400   172.0163    35.2912     0.531861   3.000000e-04
AdEMAMix      34800   178.0788    38.6862     0.533570   3.000000e-04
AdEMAMix      35200   172.7329    36.3996     0.536441   3.000000e-04
AdEMAMix      35600   174.3816    37.3663     0.537210   3.000000e-04
AdEMAMix      36000   175.7144    37.7469     0.536345   3.000000e-04
AdEMAMix      36400   169.5219    34.4550     0.536377   3.000000e-04
AdEMAMix      36800   174.1390    36.6099     0.534706   3.000000e-04
AdEMAMix      37200   173.1816    37.3761     0.540266   3.000000e-04
AdEMAMix      37600   166.9044    34.0665     0.540192   3.000000e-04
AdEMAMix      38000   174.5457    37.9851     0.536997   3.000000e-04
AdEMAMix      38400   167.9922    34.1057     0.534782   3.000000e-04
AdEMAMix      38800   166.3811    33.3420     0.536923   3.000000e-04
AdEMAMix      39200   164.7595    32.9422     0.536427   3.000000e-04
AdEMAMix      39600   171.1505    34.9448     0.530252   3.000000e-04
AdEMAMix      40000   172.0508    37.0469     0.537623   3.000000e-04
AdEMAMix      40400   171.4807    36.2232     0.540766   3.000000e-04
AdEMAMix      40800   170.0802    35.4697     0.536015   3.000000e-04
AdEMAMix      41200   167.0657    33.8051     0.540367   3.000000e-04
AdEMAMix      41600   169.8493    33.9859     0.531518   3.000000e-04
AdEMAMix      42000   169.6424    34.6581     0.533195   3.000000e-04
AdEMAMix      42400   166.4910    33.6993     0.538767   3.000000e-04
AdEMAMix      42800   161.2369    31.9009     0.538981   3.000000e-04
AdEMAMix      43200   170.8898    35.5820     0.533509   3.000000e-04
AdEMAMix      43600   165.8352    33.8820     0.540780   3.000000e-04
AdEMAMix      44000   169.0685    34.6569     0.535105   3.000000e-04
AdEMAMix      44400   169.9626    35.9581     0.538107   3.000000e-04
AdEMAMix      44800   172.2077    35.9406     0.533841   3.000000e-04
AdEMAMix      45200   165.4438    33.1989     0.534677   2.892540e-04
AdEMAMix      45600   166.7752    33.0143     0.536184   2.676540e-04
AdEMAMix      46000   167.6778    33.2614     0.532758   2.460540e-04
AdEMAMix      46400   165.9357    33.6046     0.536581   2.244540e-04
AdEMAMix      46800   168.3378    34.5062     0.533990   2.028540e-04
AdEMAMix      47200   166.8320    34.0568     0.537639   1.812540e-04
AdEMAMix      47600   170.8547    35.6569     0.532559   1.596540e-04
AdEMAMix      48000   169.5150    34.5594     0.536162   1.380540e-04
AdEMAMix      48400   164.8017    32.7655     0.533225   1.164540e-04
AdEMAMix      48800   173.7055    34.1412     0.525267   9.485400e-05
AdEMAMix      49200   165.8106    32.7615     0.533905   7.325400e-05
AdEMAMix      49600   164.1189    31.2616     0.532142   5.165400e-05
AdEMAMix      50000   165.4742    31.6755     0.529583   3.005400e-05
