optimizer      step     rankme         pr    alpha_req             lr
Muon          32400   225.3618    85.8418     0.550125   2.000000e-02
Muon          32800   221.3750    81.5748     0.552876   2.000000e-02
Muon          33200   228.9228    89.3550     0.548716   2.000000e-02
Muon          33600   233.3682    94.0699     0.545199   2.000000e-02
Muon          34000   230.2908    96.6491     0.554336   2.000000e-02
Muon          34400   228.1855    91.9511     0.553249   2.000000e-02
Muon          34800   221.6682    83.6675     0.550466   2.000000e-02
Muon          35200   224.5519    87.2443     0.554107   2.000000e-02
Muon          35600   229.0745    91.7792     0.548838   2.000000e-02
Muon          36000   223.7801    83.2155     0.549414   2.000000e-02
Muon          36400   227.4416    88.8316     0.548904   2.000000e-02
Muon          36800   223.7889    86.3699     0.553810   2.000000e-02
Muon          37200   227.4786    90.0299     0.552870   2.000000e-02
Muon          37600   223.4282    83.9488     0.550607   2.000000e-02
Muon          38000   228.1812    93.7575     0.556525   2.000000e-02
Muon          38400   232.3310    93.1337     0.544533   2.000000e-02
Muon          38800   229.2032    93.4072     0.549683   2.000000e-02
Muon          39200   227.3881    93.4448     0.552354   2.000000e-02
Muon          39600   222.1338    86.3236     0.551705   2.000000e-02
Muon          40000   220.5154    81.0944     0.549067   2.000000e-02
Muon          40400   227.1178    90.1748     0.549051   2.000000e-02
Muon          40800   226.2231    88.1556     0.549580   2.000000e-02
Muon          41200   224.2959    86.8651     0.552706   2.000000e-02
Muon          41600   227.9594    90.8858     0.549716   2.000000e-02
Muon          42000   234.1814    99.7464     0.548274   2.000000e-02
Muon          42400   215.7241    77.4767     0.550969   2.000000e-02
Muon          42800   214.0058    75.3994     0.552756   2.000000e-02
Muon          43200   223.6302    84.5049     0.550176   2.000000e-02
Muon          43600   220.2688    80.9799     0.549536   2.000000e-02
Muon          44000   231.9615    94.1483     0.546984   2.000000e-02
Muon          44400   231.0284   100.7858     0.556696   2.000000e-02
Muon          44800   222.1624    81.5964     0.548437   2.000000e-02
Muon          45200   214.0186    73.9013     0.551761   1.928360e-02
Muon          45600   224.0003    83.0474     0.548259   1.784360e-02
Muon          46000   219.8227    77.7443     0.541488   1.640360e-02
Muon          46400   233.5083    89.8744     0.535199   1.496360e-02
Muon          46800   230.7550    88.5753     0.537499   1.352360e-02
Muon          47200   234.2050    92.0041     0.536458   1.208360e-02
Muon          47600   237.0705    92.6127     0.528661   1.064360e-02
Muon          48000   238.9870    94.0139     0.525012   9.203600e-03
Muon          48400   247.4462   103.0462     0.520658   7.763600e-03
Muon          48800   246.8342    99.7940     0.516912   6.323600e-03
Muon          49200   247.8071   101.2074     0.516494   4.883600e-03
Muon          49600   249.8397   100.0287     0.510693   3.443600e-03
Muon          50000   255.0088   107.6448     0.508353   2.003600e-03
SGD             400   249.1564   134.1476     0.623881   4.788000e-05
SGD             800   230.9383   104.5143     0.630405   9.588000e-05
SGD            1200   264.1465   148.3133     0.605598   1.438800e-04
SGD            1600   218.9895    77.7671     0.632457   1.918800e-04
SGD            2000    10.1985     2.1554     0.657195   2.398800e-04
SGD            2400     1.8734     1.3623     0.707179   2.878800e-04
SGD            2800     2.7475     2.3124     0.887845   3.000000e-04
SGD            3200     3.3635     2.7999     1.019514   3.000000e-04
SGD            3600     3.6876     2.9831     0.983596   3.000000e-04
SGD            4000     5.8089     3.3782     0.779439   3.000000e-04
SGD            4400     3.6589     2.9549     1.205071   3.000000e-04
SGD            4800     3.7212     2.8667     0.965091   3.000000e-04
SGD            5200     7.0702     3.3360     0.717903   3.000000e-04
SGD            5600     3.4674     2.8287     1.390999   3.000000e-04
SGD            6000     3.4527     2.7043     0.906279   3.000000e-04
SGD            6400     3.9451     2.9327     0.780681   3.000000e-04
SGD            6800     3.3143     2.6356     1.023963   3.000000e-04
SGD            7200     3.4650     2.6879     0.959394   3.000000e-04
SGD            7600     3.3216     2.6198     0.978873   3.000000e-04
SGD            8000     3.7540     2.7265     0.779012   3.000000e-04
SGD            8400   249.1147   128.8303     0.623907   3.000000e-04
SGD            8800   241.3517   119.2921     0.622643   3.000000e-04
SGD            9200     3.8700     2.5911     0.737284   3.000000e-04
SGD            9600     5.0603     2.8636     0.744892   3.000000e-04
SGD           10000     4.8316     2.5437     0.732098   3.000000e-04
SGD           10400     3.5192     2.6845     0.782232   3.000000e-04
SGD           10800   254.1417   132.2361     0.601079   3.000000e-04
SGD           11200   239.0085   122.9517     0.637856   3.000000e-04
SGD           11600   274.3130   156.0081     0.592478   3.000000e-04
SGD           12000   220.9003    93.9286     0.626465   3.000000e-04
SGD           12400   138.9234    39.3833     0.691188   3.000000e-04
SGD           12800    88.4058    23.1343     0.777434   3.000000e-04
SGD           13200    39.8982     9.8587     0.876724   3.000000e-04
SGD           13600     8.0548     3.4813     1.062195   3.000000e-04
SGD           14000     5.0016     3.0860     1.027987   3.000000e-04
SGD           14400     4.5792     2.8025     1.006553   3.000000e-04
SGD           14800     4.5789     2.9042     0.930530   3.000000e-04
SGD           15200    30.1086     6.7875     0.842166   3.000000e-04
SGD           15600   116.0760    27.3049     0.724767   3.000000e-04
SGD           16000     4.0358     2.5538     1.001497   3.000000e-04
SGD           16400     3.6555     2.4278     0.973419   3.000000e-04
SGD           16800     3.9373     2.5997     0.942898   3.000000e-04
SGD           17200   246.9313   110.1377     0.612217   3.000000e-04
SGD           17600   138.2175    29.0582     0.670766   3.000000e-04
SGD           18000    14.3410     4.1118     0.875090   3.000000e-04
SGD           18400     3.7494     2.4407     1.021240   3.000000e-04
SGD           18800     3.7648     2.5552     0.966358   3.000000e-04
SGD           19200     3.7283     2.5179     0.947822   3.000000e-04
SGD           19600     3.6814     2.4779     0.969680   3.000000e-04
SGD           20000     3.8997     2.5256     0.952271   3.000000e-04
SGD           20400     3.9451     2.4436     0.897438   3.000000e-04
SGD           20800   197.6529    49.1035     0.594981   3.000000e-04
SGD           21200   163.6941    35.6646     0.615848   3.000000e-04
SGD           21600   143.2695    27.4185     0.621535   3.000000e-04
SGD           22000   117.5378    20.6762     0.650756   3.000000e-04
SGD           22400    94.9104    15.9487     0.659866   3.000000e-04
SGD           22800    75.5043    12.6736     0.676999   3.000000e-04
SGD           23200    59.8742    10.8362     0.713072   3.000000e-04
SGD           23600    39.0716     7.3943     0.825263   3.000000e-04
SGD           24000    33.3337     6.8851     0.854575   3.000000e-04
SGD           24400    29.3116     6.6078     0.883227   3.000000e-04
SGD           24800    20.6608     5.4834     1.020960   3.000000e-04
SGD           25200    19.9646     5.2068     0.974507   3.000000e-04
SGD           25600    15.9018     4.7001     1.095318   3.000000e-04
SGD           26000    13.7894     4.5483     1.178958   3.000000e-04
SGD           26400    11.8838     4.0493     1.195422   3.000000e-04
SGD           26800    10.2178     3.8595     1.325404   3.000000e-04
SGD           27200     9.3681     3.7569     1.412946   3.000000e-04
SGD           27600     8.5658     3.7020     1.559767   3.000000e-04
SGD           28000     7.8096     3.5540     1.605476   3.000000e-04
SGD           28400     7.8827     3.6970     1.646782   3.000000e-04
SGD           28800     7.1928     3.3640     1.692846   3.000000e-04
SGD           29200     6.6037     3.2784     1.809721   3.000000e-04
SGD           29600     6.5601     3.2907     1.753889   3.000000e-04
SGD           30000     6.4652     3.3290     1.823161   3.000000e-04
SGD           30400     6.1649     3.1852     1.809538   3.000000e-04
SGD           30800     5.8753     3.0674     1.812908   3.000000e-04
SGD           31200     6.0340     3.2085     1.857536   3.000000e-04
SGD           31600     5.5484     2.9494     1.902831   3.000000e-04
SGD           32000     5.9091     3.1250     1.901891   3.000000e-04
SGD           32400     5.5189     2.9764     1.955506   3.000000e-04
SGD           32800     6.1450     3.3980     1.946137   3.000000e-04
SGD           33200     5.6236     3.0199     1.941918   3.000000e-04
SGD           33600     5.4211     2.9189     1.955277   3.000000e-04
SGD           34000     5.8279     3.1714     1.974778   3.000000e-04
