optimizer      step     rankme         pr    alpha_req             lr
SGD           33600     6.6790     3.5342     2.180935   2.071308e-04
SGD           34000     7.1515     3.8140     2.187239   2.028108e-04
SGD           34400     6.6258     3.5292     2.154789   1.984908e-04
SGD           34800     6.1678     3.3017     2.164266   1.941708e-04
SGD           35200     5.8850     3.1370     2.154002   1.898508e-04
SGD           35600     6.4379     3.4713     2.165379   1.855308e-04
SGD           36000     6.2895     3.2374     2.187324   1.812108e-04
SGD           36400     6.1743     3.2987     2.190976   1.768908e-04
SGD           36800     6.2044     3.3967     2.201969   1.725708e-04
SGD           37200     6.3214     3.4283     2.204294   1.682508e-04
SGD           37600     5.9724     3.2048     2.220116   1.639308e-04
SGD           38000     6.2714     3.4229     2.218108   1.596108e-04
SGD           38400     6.0941     3.3390     2.215559   1.552908e-04
SGD           38800     5.9391     3.2514     2.201675   1.509708e-04
SGD           39200     5.9245     3.1924     2.185134   1.466508e-04
SGD           39600     6.3027     3.5242     2.190802   1.423308e-04
SGD           40000     5.8994     3.1752     2.167421   1.380108e-04
SGD           40400     6.0744     3.3016     2.180862   1.336908e-04
SGD           40800     6.0345     3.2989     2.163518   1.293708e-04
SGD           41200     6.1844     3.3725     2.166231   1.250508e-04
SGD           41600     5.9826     3.2629     2.149096   1.207308e-04
SGD           42000     6.0127     3.2680     2.131003   1.164108e-04
SGD           42400     5.8350     3.1917     2.120918   1.120908e-04
SGD           42800     5.6819     3.0601     2.094208   1.077708e-04
SGD           43200     6.1447     3.3449     2.096484   1.034508e-04
SGD           43600     6.1290     3.3200     2.094414   9.913080e-05
SGD           44000     6.1791     3.3621     2.085650   9.481080e-05
SGD           44400     6.2395     3.4274     2.057476   9.049080e-05
SGD           44800     6.0227     3.3462     2.028459   8.617080e-05
SGD           45200     5.9967     3.3324     2.027440   8.185080e-05
SGD           45600     6.1205     3.4659     2.002365   7.753080e-05
SGD           46000     6.1803     3.4375     2.002608   7.321080e-05
SGD           46400     5.9074     3.2618     1.994740   6.889080e-05
SGD           46800     5.7115     3.1580     1.976530   6.457080e-05
SGD           47200     6.0115     3.4000     1.962325   6.025080e-05
SGD           47600     6.0880     3.3984     1.961626   5.593080e-05
SGD           48000     5.8316     3.2012     1.934290   5.161080e-05
SGD           48400     5.9620     3.3123     1.928132   4.729080e-05
SGD           48800     6.0031     3.3867     1.906177   4.297080e-05
SGD           49200     5.7488     3.1912     1.902337   3.865080e-05
SGD           49600     5.9040     3.2962     1.883319   3.433080e-05
SGD           50000     6.0274     3.4422     1.882964   3.001080e-05
AdEMAMix        400     2.7231     1.7275     0.763142   4.788000e-05
AdEMAMix        800    28.3002    11.9373     0.936589   9.588000e-05
AdEMAMix       1200    69.3971    29.3559     0.997888   1.438800e-04
AdEMAMix       1600   109.3178    52.1946     0.932735   1.918800e-04
AdEMAMix       2000   150.0332    74.9965     0.848348   2.398800e-04
AdEMAMix       2400   180.1822    91.9112     0.776218   2.878800e-04
AdEMAMix       2800   202.0309   100.7234     0.717851   3.000000e-04
AdEMAMix       3200   216.7884   106.9483     0.674129   3.000000e-04
AdEMAMix       3600   220.1475   102.1759     0.642977   3.000000e-04
AdEMAMix       4000   221.7928    96.7724     0.619624   3.000000e-04
AdEMAMix       4400   221.6685    94.5556     0.605144   3.000000e-04
AdEMAMix       4800   228.3770    96.0866     0.586243   3.000000e-04
AdEMAMix       5200   225.7849    91.9463     0.578714   3.000000e-04
AdEMAMix       5600   227.1350    89.9595     0.566770   3.000000e-04
AdEMAMix       6000   222.1142    82.6852     0.560155   3.000000e-04
AdEMAMix       6400   222.1412    86.0165     0.562327   3.000000e-04
AdEMAMix       6800   224.9726    86.1742     0.555519   3.000000e-04
AdEMAMix       7200   228.8193    87.7770     0.548271   3.000000e-04
AdEMAMix       7600   225.9409    82.2063     0.544963   3.000000e-04
AdEMAMix       8000   225.0174    80.7937     0.539692   3.000000e-04
AdEMAMix       8400   219.4135    73.7824     0.542344   3.000000e-04
AdEMAMix       8800   217.4731    70.7963     0.540124   3.000000e-04
AdEMAMix       9200   218.4032    75.2586     0.545299   3.000000e-04
AdEMAMix       9600   218.2052    70.3179     0.538853   3.000000e-04
AdEMAMix      10000   218.0698    73.1546     0.539825   3.000000e-04
AdEMAMix      10400   213.4438    67.3389     0.540800   3.000000e-04
AdEMAMix      10800   210.0833    63.1041     0.541457   3.000000e-04
AdEMAMix      11200   212.0559    66.0199     0.539069   3.000000e-04
AdEMAMix      11600   209.9308    62.3021     0.540801   3.000000e-04
AdEMAMix      12000   211.7858    63.4089     0.537717   3.000000e-04
AdEMAMix      12400   206.7051    59.6958     0.540568   3.000000e-04
AdEMAMix      12800   215.3375    66.1875     0.533581   3.000000e-04
AdEMAMix      13200   210.5756    61.3427     0.534720   3.000000e-04
AdEMAMix      13600   212.7700    62.5405     0.535515   3.000000e-04
AdEMAMix      14000   208.0829    61.1950     0.537975   3.000000e-04
AdEMAMix      14400   206.5972    57.6420     0.534098   3.000000e-04
AdEMAMix      14800   210.6018    64.7929     0.540972   3.000000e-04
AdEMAMix      15200   208.1679    60.1643     0.537287   3.000000e-04
AdEMAMix      15600   207.9452    58.0456     0.536610   3.000000e-04
AdEMAMix      16000   212.4202    60.8732     0.533296   3.000000e-04
AdEMAMix      16400   206.9431    56.5924     0.534532   3.000000e-04
AdEMAMix      16800   200.1598    51.5850     0.538031   3.000000e-04
AdEMAMix      17200   207.3412    56.8280     0.534764   3.000000e-04
AdEMAMix      17600   206.1808    54.6742     0.532101   3.000000e-04
AdEMAMix      18000   207.9708    58.1315     0.533816   3.000000e-04
AdEMAMix      18400   203.0765    55.7674     0.536778   3.000000e-04
AdEMAMix      18800   203.6628    53.5444     0.532871   3.000000e-04
AdEMAMix      19200   201.4273    53.3974     0.537213   3.000000e-04
AdEMAMix      19600   197.3067    50.8939     0.538302   3.000000e-04
AdEMAMix      20000   208.0686    58.3940     0.535214   3.000000e-04
AdEMAMix      20400   204.7471    54.6353     0.532245   3.000000e-04
AdEMAMix      20800   206.6593    55.3045     0.532372   3.000000e-04
AdEMAMix      21200   202.6659    54.6298     0.535132   3.000000e-04
AdEMAMix      21600   199.8082    53.6662     0.543488   3.000000e-04
AdEMAMix      22000   203.1541    52.0052     0.531303   3.000000e-04
AdEMAMix      22400   199.9310    51.2858     0.535629   3.000000e-04
AdEMAMix      22800   197.8393    50.1727     0.536513   3.000000e-04
AdEMAMix      23200   196.9059    49.0499     0.536359   3.000000e-04
AdEMAMix      23600   197.7502    48.8709     0.532599   3.000000e-04
AdEMAMix      24000   204.4439    53.1873     0.529035   3.000000e-04
AdEMAMix      24400   194.9735    46.4498     0.532220   3.000000e-04
AdEMAMix      24800   203.0367    53.0428     0.532775   3.000000e-04
AdEMAMix      25200   193.3653    46.0105     0.534841   2.978508e-04
AdEMAMix      25600   194.4900    47.6933     0.534073   2.935308e-04
AdEMAMix      26000   199.5310    49.8743     0.533723   2.892108e-04
AdEMAMix      26400   199.3005    49.6769     0.533419   2.848908e-04
AdEMAMix      26800   187.9482    42.4505     0.531175   2.805708e-04
AdEMAMix      27200   193.4730    46.4430     0.533311   2.762508e-04
AdEMAMix      27600   200.7744    52.0643     0.534225   2.719308e-04
AdEMAMix      28000   195.7619    47.3171     0.532924   2.676108e-04
AdEMAMix      28400   195.1373    46.8589     0.531993   2.632908e-04
AdEMAMix      28800   192.5540    45.2846     0.532025   2.589708e-04
AdEMAMix      29200   191.6228    43.2525     0.527617   2.546508e-04
AdEMAMix      29600   192.9407    46.9223     0.534578   2.503308e-04
AdEMAMix      30000   192.2942    45.0320     0.529929   2.460108e-04
AdEMAMix      30400   196.5727    46.7561     0.525923   2.416908e-04
AdEMAMix      30800   194.5834    45.9000     0.527940   2.373708e-04
AdEMAMix      31200   192.1971    44.2592     0.527156   2.330508e-04
AdEMAMix      31600   187.1707    41.9956     0.533243   2.287308e-04
AdEMAMix      32000   188.6965    43.4637     0.532741   2.244108e-04
AdEMAMix      32400   188.9294    42.9810     0.531880   2.200908e-04
AdEMAMix      32800   184.2095    38.3879     0.524074   2.157708e-04
AdEMAMix      33200   192.1110    46.2802     0.531311   2.114508e-04
AdEMAMix      33600   185.2703    41.7963     0.529760   2.071308e-04
AdEMAMix      34000   190.6514    45.9625     0.532634   2.028108e-04
AdEMAMix      34400   191.4600    42.7915     0.524998   1.984908e-04
AdEMAMix      34800   188.0871    42.4720     0.528926   1.941708e-04
AdEMAMix      35200   193.9144    46.9444     0.530440   1.898508e-04
AdEMAMix      35600   186.6069    42.2351     0.530201   1.855308e-04
AdEMAMix      36000   196.0448    47.0862     0.528181   1.812108e-04
AdEMAMix      36400   184.3960    39.5500     0.525908   1.768908e-04
AdEMAMix      36800   187.7278    41.8750     0.525288   1.725708e-04
AdEMAMix      37200   196.6118    48.0353     0.529763   1.682508e-04
AdEMAMix      37600   185.5560    40.4505     0.529244   1.639308e-04
AdEMAMix      38000   191.0803    43.7610     0.524998   1.596108e-04
AdEMAMix      38400   189.0270    42.2385     0.525594   1.552908e-04
AdEMAMix      38800   183.3848    39.0778     0.528261   1.509708e-04
AdEMAMix      39200   183.8258    39.4649     0.528162   1.466508e-04
AdEMAMix      39600   191.3036    42.9642     0.523345   1.423308e-04
AdEMAMix      40000   188.3450    43.4277     0.530447   1.380108e-04
AdEMAMix      40400   188.6261    43.8480     0.531186   1.336908e-04
AdEMAMix      40800   189.0986    42.3305     0.524694   1.293708e-04
AdEMAMix      41200   186.7487    41.0049     0.526378   1.250508e-04
AdEMAMix      41600   189.0747    39.9915     0.518791   1.207308e-04
AdEMAMix      42000   196.8444    46.8316     0.523152   1.164108e-04
AdEMAMix      42400   188.3002    41.7972     0.527173   1.120908e-04
AdEMAMix      42800   178.8753    37.8536     0.529192   1.077708e-04
AdEMAMix      43200   190.0245    42.4478     0.523482   1.034508e-04
AdEMAMix      43600   184.4932    40.1489     0.527251   9.913080e-05
AdEMAMix      44000   194.8049    45.5347     0.523627   9.481080e-05
AdEMAMix      44400   192.6173    45.3425     0.524801   9.049080e-05
AdEMAMix      44800   198.2133    47.5603     0.520926   8.617080e-05
AdEMAMix      45200   190.6457    43.2060     0.521569   8.185080e-05
AdEMAMix      45600   192.7003    43.6295     0.524031   7.753080e-05
AdEMAMix      46000   188.4259    40.1990     0.518598   7.321080e-05
AdEMAMix      46400   189.7641    42.2612     0.523328   6.889080e-05
AdEMAMix      46800   190.4749    42.1383     0.519759   6.457080e-05
AdEMAMix      47200   188.5040    41.6932     0.525506   6.025080e-05
AdEMAMix      47600   199.3576    48.0730     0.518879   5.593080e-05
AdEMAMix      48000   193.7395    44.9133     0.524334   5.161080e-05
AdEMAMix      48400   194.2628    44.7328     0.520611   4.729080e-05
AdEMAMix      48800   196.8748    43.0745     0.514257   4.297080e-05
AdEMAMix      49200   192.2488    43.6596     0.522267   3.865080e-05
AdEMAMix      49600   192.0645    42.7735     0.518704   3.433080e-05
AdEMAMix      50000   189.9749    40.9706     0.516541   3.001080e-05
