optimizer      step     rankme         pr    alpha_req             lr
SGD           34400     6.1235     3.4820     2.334644   3.000000e-04
SGD           34800     5.9923     3.4232     2.382827   3.000000e-04
SGD           35200     5.8732     3.3147     2.364686   2.964180e-04
SGD           35600     6.4384     3.6361     2.336349   2.892180e-04
SGD           36000     6.4260     3.5202     2.376011   2.820180e-04
SGD           36400     6.4163     3.6255     2.362650   2.748180e-04
SGD           36800     6.4240     3.6304     2.379655   2.676180e-04
SGD           37200     7.1536     4.0355     2.403553   2.604180e-04
SGD           37600     6.5167     3.6350     2.354429   2.532180e-04
SGD           38000     6.8993     3.8149     2.336791   2.460180e-04
SGD           38400     6.7237     3.6864     2.341125   2.388180e-04
SGD           38800     6.6319     3.5523     2.302949   2.316180e-04
SGD           39200     6.8031     3.6358     2.271511   2.244180e-04
SGD           39600     6.7474     3.5984     2.255024   2.172180e-04
SGD           40000     6.7269     3.5247     2.242728   2.100180e-04
SGD           40400     6.9931     3.6430     2.248603   2.028180e-04
SGD           40800     6.8676     3.6304     2.255610   1.956180e-04
SGD           41200     6.8600     3.5822     2.280065   1.884180e-04
SGD           41600     6.7904     3.6171     2.282802   1.812180e-04
SGD           42000     6.7186     3.5098     2.304156   1.740180e-04
SGD           42400     6.4320     3.3453     2.312278   1.668180e-04
SGD           42800     6.4089     3.2883     2.317187   1.596180e-04
SGD           43200     6.3430     3.3005     2.335385   1.524180e-04
SGD           43600     6.6901     3.5019     2.370404   1.452180e-04
SGD           44000     6.6319     3.4760     2.369319   1.380180e-04
SGD           44400     6.6469     3.5121     2.367482   1.308180e-04
SGD           44800     6.6520     3.5620     2.370765   1.236180e-04
SGD           45200     6.4121     3.4388     2.363932   1.164180e-04
SGD           45600     6.6193     3.5735     2.374549   1.092180e-04
SGD           46000     6.7256     3.6027     2.375431   1.020180e-04
SGD           46400     6.5129     3.5052     2.379288   9.481800e-05
SGD           46800     6.2823     3.4047     2.368254   8.761800e-05
SGD           47200     6.4600     3.5026     2.369756   8.041800e-05
SGD           47600     6.6389     3.5686     2.374755   7.321800e-05
SGD           48000     6.4196     3.4124     2.363084   6.601800e-05
SGD           48400     6.3889     3.4468     2.358484   5.881800e-05
SGD           48800     6.3737     3.4884     2.339957   5.161800e-05
SGD           49200     6.1789     3.3309     2.338710   4.441800e-05
SGD           49600     6.2351     3.3451     2.330420   3.721800e-05
SGD           50000     6.4423     3.5445     2.330534   3.001800e-05
AdEMAMix        400     2.7224     1.7270     0.763118   4.788000e-05
AdEMAMix        800    29.5492    12.5637     0.933877   9.588000e-05
AdEMAMix       1200    69.6464    29.7581     0.999889   1.438800e-04
AdEMAMix       1600   108.6173    51.5310     0.935570   1.918800e-04
AdEMAMix       2000   149.7830    76.0984     0.850020   2.398800e-04
AdEMAMix       2400   182.2399    94.0056     0.771537   2.878800e-04
AdEMAMix       2800   202.4479   100.3515     0.711444   3.000000e-04
AdEMAMix       3200   218.4373   108.3442     0.669590   3.000000e-04
AdEMAMix       3600   221.4613   102.5342     0.637836   3.000000e-04
AdEMAMix       4000   223.2310    96.7242     0.615301   3.000000e-04
AdEMAMix       4400   224.3925    97.2038     0.602833   3.000000e-04
AdEMAMix       4800   227.0438    94.3953     0.585866   3.000000e-04
AdEMAMix       5200   228.0081    92.6040     0.571293   3.000000e-04
AdEMAMix       5600   225.0826    86.8511     0.564220   3.000000e-04
AdEMAMix       6000   222.2278    82.5268     0.559040   3.000000e-04
AdEMAMix       6400   219.7542    82.8566     0.561188   3.000000e-04
AdEMAMix       6800   221.3531    81.4539     0.553507   3.000000e-04
AdEMAMix       7200   225.7221    83.6993     0.547264   3.000000e-04
AdEMAMix       7600   224.5428    79.8310     0.544360   3.000000e-04
AdEMAMix       8000   225.1407    79.7899     0.538524   3.000000e-04
AdEMAMix       8400   221.3550    75.4979     0.540786   3.000000e-04
AdEMAMix       8800   216.6817    69.5615     0.539890   3.000000e-04
AdEMAMix       9200   215.9384    71.8355     0.545501   3.000000e-04
AdEMAMix       9600   217.7694    68.8924     0.536914   3.000000e-04
AdEMAMix      10000   213.6472    68.8770     0.540645   3.000000e-04
AdEMAMix      10400   208.8549    63.5859     0.541992   3.000000e-04
AdEMAMix      10800   207.9393    61.7043     0.539376   3.000000e-04
AdEMAMix      11200   213.2994    67.0963     0.537850   3.000000e-04
AdEMAMix      11600   209.0410    62.1539     0.541653   3.000000e-04
AdEMAMix      12000   210.5456    62.8891     0.539871   3.000000e-04
AdEMAMix      12400   208.2885    61.8830     0.540877   3.000000e-04
AdEMAMix      12800   211.5246    63.2408     0.535959   3.000000e-04
AdEMAMix      13200   212.3028    62.9243     0.534726   3.000000e-04
AdEMAMix      13600   205.5179    56.9749     0.535706   3.000000e-04
AdEMAMix      14000   202.6641    56.7420     0.536964   3.000000e-04
AdEMAMix      14400   202.5706    54.0424     0.534665   3.000000e-04
AdEMAMix      14800   202.3169    58.0341     0.542963   3.000000e-04
AdEMAMix      15200   202.2351    55.2273     0.538051   3.000000e-04
AdEMAMix      15600   202.9726    55.3423     0.538645   3.000000e-04
AdEMAMix      16000   207.7862    57.2780     0.532954   3.000000e-04
AdEMAMix      16400   200.8726    52.2916     0.535629   3.000000e-04
AdEMAMix      16800   194.2483    48.1319     0.538978   3.000000e-04
AdEMAMix      17200   204.7618    55.1519     0.533963   3.000000e-04
AdEMAMix      17600   198.5862    50.2688     0.535462   3.000000e-04
AdEMAMix      18000   202.0613    53.1955     0.535653   3.000000e-04
AdEMAMix      18400   196.7160    50.1449     0.536531   3.000000e-04
AdEMAMix      18800   198.3486    49.7053     0.531588   3.000000e-04
AdEMAMix      19200   203.2902    55.2899     0.535891   3.000000e-04
AdEMAMix      19600   194.4375    48.9176     0.536750   3.000000e-04
AdEMAMix      20000   197.2548    50.1525     0.537043   3.000000e-04
AdEMAMix      20400   199.4356    51.8640     0.533305   3.000000e-04
AdEMAMix      20800   200.3539    51.1312     0.533883   3.000000e-04
AdEMAMix      21200   194.6076    48.9029     0.535906   3.000000e-04
AdEMAMix      21600   196.9161    52.2035     0.542548   3.000000e-04
AdEMAMix      22000   196.6914    47.6031     0.532423   3.000000e-04
AdEMAMix      22400   189.5265    44.9611     0.538849   3.000000e-04
AdEMAMix      22800   189.8408    45.3237     0.536573   3.000000e-04
AdEMAMix      23200   190.0344    45.4976     0.538557   3.000000e-04
AdEMAMix      23600   190.0461    44.8345     0.534808   3.000000e-04
AdEMAMix      24000   202.4567    51.7126     0.529414   3.000000e-04
AdEMAMix      24400   188.6616    43.7683     0.534438   3.000000e-04
AdEMAMix      24800   187.5598    43.4526     0.538081   3.000000e-04
AdEMAMix      25200   186.9198    42.1198     0.532953   3.000000e-04
AdEMAMix      25600   188.8327    44.8496     0.536536   3.000000e-04
AdEMAMix      26000   193.0974    46.6835     0.537021   3.000000e-04
AdEMAMix      26400   194.3067    47.4221     0.535693   3.000000e-04
AdEMAMix      26800   179.9418    38.3238     0.532392   3.000000e-04
AdEMAMix      27200   187.5728    44.5132     0.536472   3.000000e-04
AdEMAMix      27600   190.3578    45.4354     0.535131   3.000000e-04
AdEMAMix      28000   186.8977    42.5666     0.537015   3.000000e-04
AdEMAMix      28400   185.6490    41.4446     0.534849   3.000000e-04
AdEMAMix      28800   182.1312    39.4820     0.532244   3.000000e-04
AdEMAMix      29200   184.4668    39.8118     0.530093   3.000000e-04
AdEMAMix      29600   184.8912    42.9456     0.537668   3.000000e-04
AdEMAMix      30000   186.0590    42.0084     0.532697   3.000000e-04
AdEMAMix      30400   186.6291    41.2169     0.530607   3.000000e-04
AdEMAMix      30800   184.6967    40.6426     0.530130   3.000000e-04
AdEMAMix      31200   187.0194    42.9424     0.531119   3.000000e-04
AdEMAMix      31600   174.5954    35.6454     0.536363   3.000000e-04
AdEMAMix      32000   178.4426    38.2831     0.533588   3.000000e-04
AdEMAMix      32400   181.0307    39.7762     0.535865   3.000000e-04
AdEMAMix      32800   174.5073    34.8833     0.528806   3.000000e-04
AdEMAMix      33200   182.0876    41.0777     0.534904   3.000000e-04
AdEMAMix      33600   176.2422    37.4524     0.535650   3.000000e-04
AdEMAMix      34000   181.9392    41.5835     0.533331   3.000000e-04
AdEMAMix      34400   178.4357    36.8541     0.529105   3.000000e-04
AdEMAMix      34800   180.5711    38.9996     0.533617   3.000000e-04
AdEMAMix      35200   178.3488    38.7864     0.534123   2.964180e-04
AdEMAMix      35600   178.2606    39.2867     0.537170   2.892180e-04
AdEMAMix      36000   177.2417    36.9183     0.533197   2.820180e-04
AdEMAMix      36400   171.9735    34.4116     0.532131   2.748180e-04
AdEMAMix      36800   179.4196    38.0722     0.529113   2.676180e-04
AdEMAMix      37200   181.5473    40.4905     0.535988   2.604180e-04
AdEMAMix      37600   171.9914    34.9357     0.536470   2.532180e-04
AdEMAMix      38000   175.4795    36.9976     0.533323   2.460180e-04
AdEMAMix      38400   175.2153    36.3535     0.530504   2.388180e-04
AdEMAMix      38800   167.2992    32.7918     0.533291   2.316180e-04
AdEMAMix      39200   168.4975    32.9606     0.532552   2.244180e-04
AdEMAMix      39600   172.6814    34.0134     0.527465   2.172180e-04
AdEMAMix      40000   175.4133    37.8432     0.535880   2.100180e-04
AdEMAMix      40400   170.6885    35.1356     0.536944   2.028180e-04
AdEMAMix      40800   171.0995    34.4940     0.528819   1.956180e-04
AdEMAMix      41200   167.9922    32.5976     0.532781   1.884180e-04
AdEMAMix      41600   174.0597    34.2723     0.527000   1.812180e-04
AdEMAMix      42000   178.3842    37.8169     0.528667   1.740180e-04
AdEMAMix      42400   174.1162    35.3495     0.531336   1.668180e-04
AdEMAMix      42800   166.9562    32.4365     0.532047   1.596180e-04
AdEMAMix      43200   177.7568    37.1050     0.527899   1.524180e-04
AdEMAMix      43600   170.0833    33.6174     0.531546   1.452180e-04
AdEMAMix      44000   173.5163    34.6651     0.527604   1.380180e-04
AdEMAMix      44400   180.0104    38.7197     0.527848   1.308180e-04
AdEMAMix      44800   176.6704    37.0631     0.527875   1.236180e-04
AdEMAMix      45200   174.9543    36.1062     0.524984   1.164180e-04
AdEMAMix      45600   173.3146    34.3044     0.527068   1.092180e-04
AdEMAMix      46000   173.5709    33.8788     0.522947   1.020180e-04
AdEMAMix      46400   175.1413    35.9655     0.528468   9.481800e-05
AdEMAMix      46800   177.1343    36.3795     0.525102   8.761800e-05
AdEMAMix      47200   176.5165    36.2959     0.528774   8.041800e-05
AdEMAMix      47600   180.0278    38.0645     0.525433   7.321800e-05
AdEMAMix      48000   174.3171    35.0686     0.528893   6.601800e-05
AdEMAMix      48400   174.7281    35.0647     0.525175   5.881800e-05
AdEMAMix      48800   182.2014    36.0552     0.517577   5.161800e-05
AdEMAMix      49200   173.8341    34.4962     0.527426   4.441800e-05
AdEMAMix      49600   176.7120    34.9769     0.524405   3.721800e-05
AdEMAMix      50000   170.7634    32.3432     0.523666   3.001800e-05
