optimizer      step     rankme         pr    alpha_req             lr
Muon            400     9.0407     4.8640     1.222674   3.192000e-03
Muon            800    68.0914    33.3297     1.076973   6.392000e-03
Muon           1200   124.7856    61.3252     0.910881   9.592000e-03
Muon           1600   167.5953    84.6605     0.797655   1.279200e-02
Muon           2000   196.9925   102.1297     0.724250   1.599200e-02
Muon           2400   212.7840   106.9585     0.673271   1.919200e-02
Muon           2800   228.4295   117.9658     0.638009   2.000000e-02
Muon           3200   234.5694   116.7820     0.614891   2.000000e-02
Muon           3600   240.2853   119.8723     0.599387   2.000000e-02
Muon           4000   236.0427   110.8226     0.592690   2.000000e-02
Muon           4400   238.3254   111.9173     0.584360   2.000000e-02
Muon           4800   248.6831   125.1990     0.572807   2.000000e-02
Muon           5200   247.9312   119.4466     0.564851   2.000000e-02
Muon           5600   244.1446   111.0216     0.558535   2.000000e-02
Muon           6000   243.6151   108.5801     0.556519   2.000000e-02
Muon           6400   241.4813   107.1357     0.555554   2.000000e-02
Muon           6800   246.4689   110.5112     0.548295   2.000000e-02
Muon           7200   240.9590   106.7547     0.553304   2.000000e-02
Muon           7600   242.9319   108.3990     0.549445   2.000000e-02
Muon           8000   248.6179   111.1013     0.542763   2.000000e-02
Muon           8400   246.8150   111.2335     0.544622   2.000000e-02
Muon           8800   243.7389   105.5006     0.543800   2.000000e-02
Muon           9200   242.5170   105.3649     0.544052   2.000000e-02
Muon           9600   245.6785   107.2794     0.541393   2.000000e-02
Muon          10000   244.0211   107.0070     0.543437   2.000000e-02
Muon          10400   244.8658   106.0558     0.537880   2.000000e-02
Muon          10800   245.6226   106.2110     0.538990   2.000000e-02
Muon          11200   237.0942    98.7913     0.545516   2.000000e-02
Muon          11600   243.7000   106.7274     0.542763   2.000000e-02
Muon          12000   238.1737   102.2162     0.546386   2.000000e-02
Muon          12400   244.0284   105.9450     0.541018   2.000000e-02
Muon          12800   240.7992   100.2007     0.538772   2.000000e-02
Muon          13200   246.0007   109.4643     0.541193   2.000000e-02
Muon          13600   236.1115    99.8983     0.548236   2.000000e-02
Muon          14000   241.4617   104.9799     0.544014   2.000000e-02
Muon          14400   238.9905   105.6230     0.547813   2.000000e-02
Muon          14800   235.2490   100.4296     0.547763   2.000000e-02
Muon          15200   232.3817    97.5198     0.550436   2.000000e-02
Muon          15600   238.7525   101.6430     0.546439   2.000000e-02
Muon          16000   233.0806    95.2130     0.549671   2.000000e-02
Muon          16400   237.1759   104.1565     0.550369   2.000000e-02
Muon          16800   239.3908   103.5064     0.544938   2.000000e-02
Muon          17200   233.3287    94.6301     0.545989   2.000000e-02
Muon          17600   229.0012    90.1903     0.547662   2.000000e-02
Muon          18000   234.7014    99.8161     0.551951   2.000000e-02
Muon          18400   235.7341    99.4029     0.550549   2.000000e-02
Muon          18800   227.6638    91.0389     0.548535   2.000000e-02
Muon          19200   229.7778    91.2532     0.547165   2.000000e-02
Muon          19600   237.3281   104.6017     0.551716   2.000000e-02
Muon          20000   230.4624    98.2683     0.555204   2.000000e-02
Muon          20400   235.3090    99.9334     0.546659   2.000000e-02
Muon          20800   228.4015    92.0804     0.549959   2.000000e-02
Muon          21200   228.5407    95.0330     0.555839   2.000000e-02
Muon          21600   228.8129    94.4829     0.552263   2.000000e-02
Muon          22000   230.1176    92.4598     0.548865   2.000000e-02
Muon          22400   224.7452    91.0265     0.557360   2.000000e-02
Muon          22800   225.8578    88.8536     0.552263   2.000000e-02
Muon          23200   225.2875    90.6006     0.552368   2.000000e-02
Muon          23600   223.5566    88.5259     0.552735   2.000000e-02
Muon          24000   230.8687    96.2462     0.552423   2.000000e-02
Muon          24400   226.1144    90.5122     0.551049   2.000000e-02
Muon          24800   224.0746    91.5942     0.557995   2.000000e-02
Muon          25200   231.0202    91.9856     0.548311   2.000000e-02
Muon          25600   231.6637    96.4014     0.552240   2.000000e-02
Muon          26000   227.6121    90.3194     0.550840   2.000000e-02
Muon          26400   224.9852    90.4684     0.554975   2.000000e-02
Muon          26800   224.5821    86.3265     0.549978   2.000000e-02
Muon          27200   231.6385    99.2401     0.554267   2.000000e-02
Muon          27600   232.2298   101.2465     0.553893   2.000000e-02
Muon          28000   225.0020    91.4758     0.553716   2.000000e-02
Muon          28400   226.6402    90.8270     0.552390   2.000000e-02
Muon          28800   224.3927    90.0299     0.556571   2.000000e-02
Muon          29200   225.9654    87.3086     0.549688   2.000000e-02
Muon          29600   229.2565    89.3058     0.546609   2.000000e-02
Muon          30000   230.8386    94.7216     0.548315   2.000000e-02
Muon          30400   223.3925    86.4540     0.552208   2.000000e-02
Muon          30800   223.1662    87.6963     0.553739   2.000000e-02
Muon          31200   223.7758    91.6912     0.560100   2.000000e-02
Muon          31600   233.8787   102.5910     0.555511   2.000000e-02
Muon          32000   231.0726    91.3246     0.545708   2.000000e-02
Muon          32400   226.1977    89.2916     0.554146   2.000000e-02
Muon          32800   220.2138    80.7203     0.554133   2.000000e-02
Muon          33200   228.6102    92.1960     0.551692   2.000000e-02
Muon          33600   232.6004    92.2404     0.544115   2.000000e-02
Muon          34000   226.8916    93.6860     0.556193   2.000000e-02
Muon          34400   232.6995   102.6443     0.552264   2.000000e-02
Muon          34800   225.6040    89.2227     0.552912   2.000000e-02
Muon          35200   227.1526    88.9729     0.551302   1.976120e-02
Muon          35600   229.1501    91.1689     0.548048   1.928120e-02
Muon          36000   228.7985    90.7418     0.550422   1.880120e-02
Muon          36400   224.1716    84.8057     0.548698   1.832120e-02
Muon          36800   226.2206    87.9015     0.550650   1.784120e-02
Muon          37200   226.9580    87.2789     0.547554   1.736120e-02
Muon          37600   233.8708    94.2227     0.543987   1.688120e-02
Muon          38000   232.1261    95.4552     0.549678   1.640120e-02
Muon          38400   240.3032   103.5947     0.540404   1.592120e-02
Muon          38800   237.0002    96.3547     0.538594   1.544120e-02
Muon          39200   236.9864    98.2523     0.539587   1.496120e-02
Muon          39600   230.0144    84.5550     0.536185   1.448120e-02
Muon          40000   244.3863   104.4499     0.534538   1.400120e-02
Muon          40400   228.3424    85.1441     0.538277   1.352120e-02
Muon          40800   238.0447    96.7187     0.534472   1.304120e-02
Muon          41200   238.0130    94.8108     0.532755   1.256120e-02
Muon          41600   247.8706   107.8394     0.529521   1.208120e-02
Muon          42000   241.1591    96.6061     0.528252   1.160120e-02
Muon          42400   243.0857   101.3814     0.529611   1.112120e-02
Muon          42800   238.0427    94.0635     0.530961   1.064120e-02
Muon          43200   246.8848   105.5110     0.527462   1.016120e-02
Muon          43600   246.0631   100.2145     0.525102   9.681200e-03
Muon          44000   245.3730   102.7330     0.524405   9.201200e-03
Muon          44400   247.5862   106.3158     0.525147   8.721200e-03
Muon          44800   248.6792   101.7858     0.518245   8.241200e-03
Muon          45200   241.3873    95.4977     0.520413   7.761200e-03
Muon          45600   249.3033   105.6690     0.520002   7.281200e-03
Muon          46000   241.2921    94.2339     0.520944   6.801200e-03
Muon          46400   247.7991    98.5880     0.513368   6.321200e-03
Muon          46800   245.7341    99.9058     0.518612   5.841200e-03
Muon          47200   251.4075   104.9595     0.515354   5.361200e-03
Muon          47600   251.8546   104.3560     0.513567   4.881200e-03
Muon          48000   251.1689   102.6867     0.509528   4.401200e-03
Muon          48400   259.2509   114.4446     0.509296   3.921200e-03
Muon          48800   252.2682   103.3858     0.508671   3.441200e-03
Muon          49200   252.6991   104.2789     0.509461   2.961200e-03
Muon          49600   255.4907   105.2168     0.504807   2.481200e-03
Muon          50000   258.6690   109.7763     0.505024   2.001200e-03
SGD             400   249.1564   134.1476     0.623881   4.788000e-05
SGD             800   230.9383   104.5143     0.630405   9.588000e-05
SGD            1200   264.1465   148.3133     0.605598   1.438800e-04
SGD            1600   218.9881    77.7676     0.632458   1.918800e-04
SGD            2000    10.1979     2.1553     0.657182   2.398800e-04
SGD            2400     1.8734     1.3623     0.707189   2.878800e-04
SGD            2800     2.7478     2.3125     0.887573   3.000000e-04
SGD            3200     3.3473     2.7908     1.018956   3.000000e-04
SGD            3600     3.6598     2.9862     1.357189   3.000000e-04
SGD            4000     3.6121     2.8919     1.152102   3.000000e-04
SGD            4400     4.2522     3.1126     0.827208   3.000000e-04
SGD            4800     3.5933     2.9095     1.264258   3.000000e-04
SGD            5200     3.6045     2.8349     0.903591   3.000000e-04
SGD            5600     3.6063     2.9081     1.190879   3.000000e-04
SGD            6000     4.4347     2.8637     0.767752   3.000000e-04
SGD            6400     5.0776     3.0141     0.713416   3.000000e-04
SGD            6800     3.3448     2.6540     0.855614   3.000000e-04
SGD            7200     3.2441     2.6226     0.942145   3.000000e-04
SGD            7600     5.3336     2.9928     0.717241   3.000000e-04
SGD            8000     5.9047     3.1190     0.720114   3.000000e-04
SGD            8400   119.2481    22.2835     0.638766   3.000000e-04
SGD            8800   241.1380   119.0924     0.622764   3.000000e-04
SGD            9200   247.7488   126.0900     0.618621   3.000000e-04
SGD            9600   239.4824   125.9532     0.648991   3.000000e-04
SGD           10000   241.4643   120.8467     0.632869   3.000000e-04
SGD           10400   238.5870   118.0756     0.630647   3.000000e-04
SGD           10800    44.0677     8.6864     0.769080   3.000000e-04
SGD           11200     3.0226     1.7000     0.869882   3.000000e-04
SGD           11600     5.7825     2.5901     0.912419   3.000000e-04
SGD           12000     8.2582     4.1964     0.980869   3.000000e-04
SGD           12400     3.3298     2.3057     0.935257   3.000000e-04
SGD           12800   239.9186   125.1779     0.653607   3.000000e-04
SGD           13200   158.9787    41.6348     0.649588   3.000000e-04
SGD           13600    41.9461    10.4655     0.918699   3.000000e-04
SGD           14000     4.8986     3.0070     1.072789   3.000000e-04
SGD           14400     3.5624     2.5218     0.986156   3.000000e-04
SGD           14800     3.4846     2.5956     0.906985   3.000000e-04
SGD           15200     4.7228     2.7303     0.909486   3.000000e-04
SGD           15600     2.9799     2.2016     0.878794   3.000000e-04
SGD           16000     3.1257     2.2830     0.865407   3.000000e-04
SGD           16400     7.8394     3.2434     0.842627   3.000000e-04
SGD           16800     3.1295     2.3151     0.848197   3.000000e-04
SGD           17200   240.3484   108.9514     0.618072   3.000000e-04
SGD           17600   226.4822    78.8126     0.612982   3.000000e-04
SGD           18000   212.2664    61.5238     0.605126   3.000000e-04
SGD           18400   194.4715    48.9537     0.614454   3.000000e-04
SGD           18800   197.7337    47.9856     0.578457   3.000000e-04
SGD           19200   185.5738    43.5059     0.589362   3.000000e-04
SGD           19600   169.0603    36.7737     0.619346   3.000000e-04
SGD           20000   158.7527    33.0821     0.620120   3.000000e-04
SGD           20400   150.1580    30.5887     0.622263   3.000000e-04
SGD           20800   138.2511    27.1203     0.637015   3.000000e-04
SGD           21200   128.6916    25.0281     0.652732   3.000000e-04
SGD           21600   118.7703    22.1104     0.655840   3.000000e-04
SGD           22000   106.5959    19.4632     0.681074   3.000000e-04
SGD           22400    94.2872    17.2087     0.696934   3.000000e-04
SGD           22800    82.0308    14.9937     0.716282   3.000000e-04
SGD           23200    69.5290    13.5501     0.759469   3.000000e-04
SGD           23600    47.7170     9.2290     0.894538   3.000000e-04
SGD           24000    41.0183     8.4374     0.930657   3.000000e-04
SGD           24400    33.0331     7.4858     0.986946   3.000000e-04
SGD           24800    24.2582     6.4158     1.190858   3.000000e-04
SGD           25200    22.5145     5.8930     1.147931   3.000000e-04
SGD           25600    16.9527     5.1486     1.335798   3.000000e-04
SGD           26000    14.1160     4.7917     1.455639   3.000000e-04
SGD           26400    12.0865     4.2435     1.517143   3.000000e-04
SGD           26800    10.2745     4.0238     1.669544   3.000000e-04
SGD           27200     9.2209     3.8798     1.794296   3.000000e-04
SGD           27600     8.6817     3.9016     1.990837   3.000000e-04
SGD           28000     7.5592     3.6474     2.033964   3.000000e-04
SGD           28400     7.7293     3.8000     2.079636   3.000000e-04
SGD           28800     7.1295     3.5118     2.146129   3.000000e-04
SGD           29200     6.6883     3.4440     2.259040   3.000000e-04
SGD           29600     6.7581     3.5913     2.136077   3.000000e-04
SGD           30000     6.3114     3.4583     2.257896   3.000000e-04
SGD           30400     6.2484     3.4150     2.189976   3.000000e-04
SGD           30800     6.1681     3.3754     2.229831   3.000000e-04
SGD           31200     6.3744     3.5721     2.261578   3.000000e-04
SGD           31600     6.0367     3.3746     2.245595   3.000000e-04
SGD           32000     6.1948     3.5474     2.258595   3.000000e-04
SGD           32400     6.1847     3.5009     2.333097   3.000000e-04
SGD           32800     6.3680     3.6407     2.331898   3.000000e-04
SGD           33200     6.2701     3.5488     2.332402   3.000000e-04
SGD           33600     6.1207     3.4817     2.296394   3.000000e-04
SGD           34000     6.3495     3.5931     2.349688   3.000000e-04
